,title,url,thumbnail,time
60,【スプラ3】涙の最終回～さよならホームラン編～【よなが/#新人Vtuber】,https://youtube.com/watch?v=UCrj3x0NztQ,https://i.ytimg.com/vi/UCrj3x0NztQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaLZlinzu1sxxXoxrQkCTMCHI5nQ,3:15:32
61,【睡眠導入/寝かしつけ】しゃべるだけ ＃3 /Whispering/囁き/睡眠導入/女性向け【よなが/#新人Vtuber】,https://youtube.com/watch?v=mwobG7tkDdY,https://i.ytimg.com/vi/mwobG7tkDdY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6YXo46nAiqti00J9X5hFtZWDFGA,1:20:17
62,【マリカ/参加型】数年ぶりのマリオカート【よなが/#新人Vtuber】,https://youtube.com/watch?v=3VJIWx4w6jA,https://i.ytimg.com/vi/3VJIWx4w6jA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoHDPfa8Gi2eyAYIGLjOZsXrQnbw,1:46:58
63,【スプラ3】初心者ですがそろそろSですか？【よなが/#新人Vtuber】,https://youtube.com/watch?v=GjjBtL4_loI,https://i.ytimg.com/vi/GjjBtL4_loI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3aQ94iFJg6BJHOZVhzWtkqERnqA,6:03:49
64,【MHサンブレイク/参加型】ゆみを作りたい【よなが/#新人Vtuber】,https://youtube.com/watch?v=r5VjKTb_zqk,https://i.ytimg.com/vi/r5VjKTb_zqk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYtiJlEVYV4bVaASa4yN-2_JflMw,2:40:03
65,【スプラ3】スプラ初心者が残り13時間でSに上がるまでの物語【よなが/#新人Vtuber】,https://youtube.com/watch?v=IH3eHcCPiY8,https://i.ytimg.com/vi/IH3eHcCPiY8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOms9QEss3-7g4-0TU8xj_kJLylQ,3:55:45
66,【睡眠導入/寝かしつけ】秋の夜が長くても ＃2 /Whispering/囁き/睡眠導入/女性向け【よなが/#新人Vtuber】,https://youtube.com/watch?v=k3qY0obf4x0,https://i.ytimg.com/vi/k3qY0obf4x0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1UPBOarsHA1LaW9or6c-D5HnXgQ,1:03:54
67,【スプラ3】5時間やってC-だった男【よなが/#新人Vtuber】,https://youtube.com/watch?v=9vahQ5kn-kI,https://i.ytimg.com/vi/9vahQ5kn-kI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDaTMO6lB65grtPU5zAzLCCnf3Wsg,6:05:44
68,【スプラ3】2から逃げた初心者、はじめての3【よなが/#新人Vtuber】,https://youtube.com/watch?v=6kpuz3kAbFY,https://i.ytimg.com/vi/6kpuz3kAbFY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5kpngCJh3ZYiMoHk7bVZa5uwHbA,4:51:55
69,【地獄銭湯】深夜にまったり、お風呂です【よなが/#新人Vtuber】,https://youtube.com/watch?v=Z_a2hDqp5Xk,https://i.ytimg.com/vi/Z_a2hDqp5Xk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_7i7tpEZAKaBZuPhHt8UBuP-a7w,2:29:22
